CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
190016903,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,CHURCH ST & GEDDES AVE,ANN ARBOR,2019-04-27 21:41:00,OUI OF LIQUOR / DRUGS,-83.73454749865982,42.27750030068427
190016898,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,400 BLOCK KELLOGG ST,ANN ARBOR TWP,2019-04-27 21:06:00,ASSAULT - SIMPLE,-83.74132459929757,42.29303390015576
190016912,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,E EISENHOWER PKWY & S INDUSTRIAL HWY,ANN ARBOR,2019-04-27 23:20:00,OUI OF LIQUOR / DRUGS,-83.72975330023075,42.24424049877024
190016938,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,100 BLOCK PACKARD ST,ANN ARBOR,2019-04-28 07:49:00,OBSTRUCTING JUSTICE,-83.74850739941019,42.27618949891894
190016901,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,300 BLOCK W HURON ST,ANN ARBOR,2019-04-27 15:00:00,INTIMIDATION / STALKING,-83.75166069987381,42.281808000344654
190016885,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1500 BLOCK PINE VALLEY BLVD,ANN ARBOR,2019-04-27 05:00:00,LARCENY - ALL OTHER,-83.72607199984765,42.251266000311034
190016949,RUNAWAY,7070,RUNAWAY,B,2500 BLOCK ARROWWOOD TRL,ANN ARBOR,2019-04-27 11:44:30,MISSING PERSON / RUNAWAY,-83.73161230098907,42.30870370012235
190016894,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-04-27 19:58:00,LARCENY - RETAIL FRAUD,-83.74734700019161,42.23884000113702
191000199,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,400 BLOCK W EISENHOWER PKWY,ANN ARBOR,2019-04-27 14:00:00,LARCENY - FROM AUTO (LFA),-83.75367869921013,42.243557400286875
190016964,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK N MAPLE RD,ANN ARBOR,2019-04-28 12:07:30,ASSAULT - SIMPLE,-83.78085890002217,42.2876158994589
190016970,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,200 BLOCK N MAPLE RD,ANN ARBOR,2019-04-28 14:09:00,LARCENY - RETAIL FRAUD,-83.78347439953063,42.283192200376845
190016958,ALL OTHER,5012,PROBATION VIOLATION,B,700 BLOCK MILLER AVE,ANN ARBOR,2019-04-28 12:28:00,OBSTRUCTING JUSTICE,-83.75612050008715,42.284946599754846
190017007,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK DEPOT ST,ANN ARBOR,2019-04-28 20:36:00,ASSAULT - SIMPLE,-83.74322230019652,42.28779870012346
190017074,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,900 BLOCK VICTORS WAY,ANN ARBOR,2019-04-29 03:00:00,LARCENY - FROM AUTO (LFA),-83.73414400019288,42.239306000831164
190016943,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-04-28 10:24:00,OBSTRUCTING JUSTICE,-83.74640339976122,42.27834699976239
190016994,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1200 BLOCK E UNIVERSITY AVE,ANN ARBOR,2019-04-28 18:41:00,DAMAGE TO PROPERTY,-83.73682639994462,42.26820569889429
191000201,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK S 1ST ST,ANN ARBOR,2019-04-28 14:15:00,LARCENY - ALL OTHER,-83.75139099989337,42.27621250000254
190017024,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1600 BLOCK BROADWAY ST,ANN ARBOR,2019-04-28 23:04:00,ASSAULT - SIMPLE,-83.72558660008298,42.29693610034195
190017015,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2700 BLOCK HIKONE RD,ANN ARBOR TWP,2019-04-28 21:38:00,ASSAULT - SIMPLE,-83.7114859988211,42.242960300116124
190017035,DRIVING UNDER THE INFLUENCE,8030,CHILD ENDANGERMENT (OCCUPANT LESS THAN 16),B,0 BLOCK ROCKLAND CT,ANN ARBOR,2019-04-29 00:51:00,OUI OF LIQUOR / DRUGS,-83.71121659984169,42.23652689972789
190017035,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,0 BLOCK ROCKLAND CT,ANN ARBOR,2019-04-29 00:51:00,ASSAULT - SIMPLE,-83.71121659984169,42.23652689972789
190017035,ALL OTHER,5012,PROBATION VIOLATION,B,0 BLOCK ROCKLAND CT,ANN ARBOR,2019-04-29 00:51:00,OBSTRUCTING JUSTICE,-83.71121659984169,42.23652689972789
190017014,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,2500 BLOCK ARROWWOOD TRL,ANN ARBOR,2019-04-28 21:30:00,BURGLARY - RESIDENTIAL,-83.73152759968116,42.3088412996226
190017091,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-04-29 12:50:00,LARCENY - RETAIL FRAUD,-83.74599350127107,42.24165980038822
190017115,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-04-29 14:53:00,LARCENY - RETAIL FRAUD,-83.74599350127107,42.24165980038822
190017103,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2700 BLOCK FULLER RD,ANN ARBOR,2019-04-29 13:33:00,ASSAULT - SIMPLE,-83.70242599988399,42.28086289990881
190017079,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2998,"DAMAGE PROPERTY - MDOP - DESTROY, INJURE PROPERTY OF POLICE/FIRE DEPTS",A,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-04-29 11:40:00,DAMAGE TO PROPERTY,-83.74640339976122,42.27834699976239
190017102,EXTORTION/BLACKMAIL,2199,EXTORTION (OTHER),A,4000 BLOCK GEDDIES RD,ANN ARBOR,2019-04-29 01:00:00,EXTORTION - BLACKMAIL,-83.68211889905871,42.27434800022428
190017107,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,800 BLOCK MCKINLEY AVE,ANN ARBOR,2019-04-29 13:55:00,LARCENY - FROM AUTO (LFA),-83.73879890011551,42.26737349986888
190017130,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,900 BLOCK PACKARD ST,ANN ARBOR,2019-04-29 04:07:30,LARCENY - FROM AUTO (LFA),-83.73730389968051,42.268289600199296
190017112,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,PLYMOUTH RD & MURFIN AVE,ANN ARBOR,2019-04-29 14:21:30,PUBLIC PEACE,-83.72050230059932,42.29792789994758
190017112,AGGRAVATED ASSAULT,1305,AGG/FEL ASSAULT - NON-FAMILY - OTHER WEAPON,A,PLYMOUTH RD & MURFIN AVE,ANN ARBOR,2019-04-29 14:21:30,ASSAULT - AGGRAVATED,-83.72050230059932,42.29792789994758
190017133,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,2600 BLOCK PLYMOUTH RD,ANN ARBOR TWP,2019-04-29 16:12:00,LARCENY - RETAIL FRAUD,-83.70912000021963,42.30459750019452
190017119,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2300 BLOCK E STADIUM BLVD,ANN ARBOR,2019-04-29 11:31:00,LARCENY - ALL OTHER,-83.71374060001756,42.259975799974995
190017076,POCKETPICKING,2301,LARCENY - POCKET PICKING,A,300 BLOCK S STATE ST,ANN ARBOR,2019-04-27 20:00:00,LARCENY - ALL OTHER,-83.74114229963482,42.27868369998646
190017146,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-04-29 18:19:00,PUBLIC PEACE,-83.74589339990717,42.27815660007019
190017161,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,3500 BLOCK S STATE ST,ANN ARBOR,2019-04-29 09:22:30,LARCENY - FROM AUTO (LFA),-83.74092659985064,42.238691699597894
190017137,ALL OTHER LARCENY,2310,LARCENY - FROM MAILS,A,500 BLOCK TREGO CIR,ANN ARBOR,2019-04-25 12:00:00,LARCENY - ALL OTHER,-83.78932109978598,42.27564569894196
190017137,BAD CHECKS,2693,UTTERING AND PUBLISHING CHECK,B,500 BLOCK TREGO CIR,ANN ARBOR,2019-04-25 12:00:00,FRAUD,-83.78932109978598,42.27564569894196
190017138,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,400 BLOCK S MAPLE RD,ANN ARBOR,2019-04-29 16:08:00,LARCENY - RETAIL FRAUD,-83.78214749970681,42.2775968000351
190017224,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1000 BLOCK VAUGHN ST,ANN ARBOR,2019-04-30 05:45:00,LARCENY - FROM AUTO (LFA),-83.73657769904048,42.26880620007739
190017134,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK S MAIN ST,ANN ARBOR,2019-04-26 12:30:00,LARCENY - FROM AUTO (LFA),-83.75164349981128,42.25377980044976
190016878,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-04-27 16:58:00,LARCENY - RETAIL FRAUD,-83.74734700019161,42.23884000113702
190017143,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,900 BLOCK E HURON ST,ANN ARBOR,2019-04-29 07:15:00,LARCENY - FROM AUTO (LFA),-83.73765659996275,42.28152340030999
191000202,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1000 BLOCK E ANN ST,ANN ARBOR,2019-04-30 00:07:30,LARCENY - FROM AUTO (LFA),-83.7363909013614,42.28243219961388
190017288,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,2500 BLOCK BROCKMAN BLVD,ANN ARBOR,2019-04-30 08:45:00,LARCENY - ALL OTHER,-83.72012110021348,42.260213698839834
190017260,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,300 BLOCK HILLDALE DR,ANN ARBOR,2019-04-30 01:00:00,INTIMIDATION / STALKING,-83.74045450113437,42.30410460040264
190017271,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,1100 BLOCK W LIBERTY ST,ANN ARBOR,2019-04-19 15:46:00,FRAUD,-83.76196980135194,42.27698029979382
190017265,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,200 BLOCK S MAIN ST,ANN ARBOR,2019-04-29 19:30:00,LARCENY - RETAIL FRAUD,-83.74837259892013,42.27972069975641
190017277,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1200 BLOCK MINGLEWOOD WAY,ANN ARBOR,2019-04-30 16:00:00,FRAUD,-83.76052700010672,42.29412300011512
190017258,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,2600 BLOCK PLYMOUTH RD,ANN ARBOR,2019-04-30 13:41:00,TRESPASSING / INVASION OF PRIVACY,-83.70933960001798,42.30350949923917
190016657,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,2900 BLOCK SHEFFIELD CT,ANN ARBOR,2019-04-25 17:00:00,INTIMIDATION / STALKING,-83.70399239957857,42.30705700113589
190017276,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1300 BLOCK WISTERIA DR,ANN ARBOR,2019-04-29 22:45:00,LARCENY - FROM AUTO (LFA),-83.73226000034373,42.259090999758314
190017304,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,800 BLOCK TAPPAN ST,ANN ARBOR,2019-04-29 17:30:00,LARCENY - ALL OTHER,-83.7366399002666,42.271245599945644
190017300,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,500 BLOCK S FIRST ST,ANN ARBOR,2019-04-26 15:30:00,BURGLARY - RESIDENTIAL,-83.75130799959163,42.27440510143185
190017323,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1100 BLOCK S UNIVERSITY AVE,ANN ARBOR,2019-04-30 22:38:00,ASSAULT - SIMPLE,-83.7348138996283,42.27475159969151
190017166,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,600 BLOCK N MAPLE RD,ANN ARBOR,2019-04-29 20:43:00,ASSAULT - SIMPLE,-83.7809007991745,42.28741669973476
190017339,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,200 BLOCK S STATE ST,ANN ARBOR,2019-05-01 01:46:00,FRAUD,-83.74054060044739,42.28005079995643
190017397,ALL OTHER,5012,PROBATION VIOLATION,B,300 BLOCK E HURON ST,ANN ARBOR,2019-05-01 10:22:00,OBSTRUCTING JUSTICE,-83.74572750130403,42.28182970042354
190017337,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,600 BLOCK E WILLIAM ST,ANN ARBOR,2019-05-01 01:30:00,ASSAULT - SIMPLE,-83.74172389974916,42.27799759949215
190017301,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK LAWRENCE ST,ANN ARBOR,2019-04-29 06:24:00,LARCENY - ALL OTHER,-83.74230419985884,42.28361809992515
190017266,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,100 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-04-29 13:52:00,LARCENY - RETAIL FRAUD,-83.74757490102013,42.24036789969159
190017399,DRUG/NARCOTIC VIOLATIONS,3532,COCAINE -POSSESS,A,GRANDVIEW DR & DEXTER AVE,ANN ARBOR,2019-05-01 10:23:00,DRUG OFFENSES,-83.76979839981237,42.28286410018404
190016888,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,E HURON ST & N MAIN ST,ANN ARBOR,2019-04-27 19:35:00,PUBLIC PEACE,-83.74851010041999,42.28141030089881
190017352,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,300 BLOCK S MAIN ST,ANN ARBOR,2019-05-01 07:24:00,LARCENY - ALL OTHER,-83.74827919958057,42.27907310040206
191000204,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1000 BLOCK SOUTH FOREST AVE,ANN ARBOR,2019-04-29 17:01:00,LARCENY - ALL OTHER,-83.7327803992356,42.27022910025022
190017464,ALL OTHER,5015,FAILURE TO APPEAR (FTA),B,SYBIL ST & E HOOVER AVE,ANN ARBOR,2019-05-01 14:55:00,OBSTRUCTING JUSTICE,-83.74309989875155,42.26963570009298
190017435,FAMILY OFFENSE NONVIOLENT,3802,CRUELTY TOWARD CHILD/NONVIOLENT,B,1100 BLOCK VESPER RD,ANN ARBOR,2019-05-01 13:23:00,FAMILY OFFENSE,-83.76171660043144,42.294899998939854
190017479,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3200 BLOCK S STATE ST,ANN ARBOR,2019-05-01 16:05:00,ASSAULT - SIMPLE,-83.73780179949063,42.240841499413364
190017479,DRUG/NARCOTIC VIOLATIONS,3530,COCAINE -SELL,A,3200 BLOCK S STATE ST,ANN ARBOR,2019-05-01 16:05:00,DRUG OFFENSES,-83.73780179949063,42.240841499413364
190017479,WEAPON LAW VIOLATIONS,5202,CCW-CONCEALED WEAPONS - CARRYING CONCEALED,A,3200 BLOCK S STATE ST,ANN ARBOR,2019-05-01 16:05:00,WEAPONS OFFENSE,-83.73780179949063,42.240841499413364
190017501,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2800 BLOCK PARKWOOD AVE,ANN ARBOR,2019-05-01 18:52:00,ASSAULT - SIMPLE,-83.69543859948169,42.24702119987927
190017570,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,1500 BLOCK CEDAR BEND DR,ANN ARBOR,2019-05-02 02:45:00,BURGLARY - RESIDENTIAL,-83.72923100033199,42.29386100016262
190017570,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1500 BLOCK CEDAR BEND DR,ANN ARBOR,2019-05-02 02:45:00,LARCENY - FROM AUTO (LFA),-83.72923100033199,42.29386100016262
190017558,DRUG/NARCOTIC VIOLATIONS,3599,DANGEROUS DRUGS (OTHER),A,S STATE ST & N UNIVERSITY AVE,ANN ARBOR,2019-05-02 01:56:00,DRUG OFFENSES,-83.74078600133953,42.27859319965745
190017489,ALL OTHER,8011,ACCIDENT - FAIL TO STOP AND IDENTIFY,B,E ANN ST & GLEN AVE,ANN ARBOR,2019-05-01 16:50:00,ACCIDENT - HIT & RUN,-83.73560930051991,42.28224159992095
190017579,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK S 4TH,ANN ARBOR,2019-05-02 08:12:00,LARCENY - ALL OTHER,-83.7474030003952,42.27842630005068
190017538,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2300 BLOCK W STADIUM BLVD,ANN ARBOR,2019-05-01 23:35:00,LARCENY - FROM AUTO (LFA),-83.77808339993197,42.277299699954995
190017623,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,200 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-05-01 14:45:00,LARCENY - RETAIL FRAUD,-83.74636689962853,42.24010929975151
190017623,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,3076,RETAIL FRAUD REFUND/EXCHANGE 2ND DEGREE,A,200 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-05-01 14:45:00,LARCENY - RETAIL FRAUD,-83.74636689962853,42.24010929975151
190017619,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1400 BLOCK BROADWAY ST,ANN ARBOR,2019-05-02 02:00:00,LARCENY - FROM AUTO (LFA),-83.73367259947918,42.29238879981051
190017682,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-05-02 17:31:00,TRESPASSING / INVASION OF PRIVACY,-83.74640339976122,42.27834699976239
190017656,EXTORTION/BLACKMAIL,2199,EXTORTION (OTHER),A,200 BLOCK E WILLIAM ST,ANN ARBOR,2019-05-02 14:24:00,EXTORTION - BLACKMAIL,-83.74674399899948,42.27768520035647
190017645,BAD CHECKS,2693,UTTERING AND PUBLISHING CHECK,B,300 BLOCK E WILLIAM ST,ANN ARBOR,2019-05-02 13:35:00,FRAUD,-83.74493909943783,42.277989500462695
190017713,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1100 BLOCK FREESIA CT,ANN ARBOR,2019-05-02 18:45:00,LARCENY - FROM AUTO (LFA),-83.73420920142996,42.288704500416486
190016421,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,HEMLOCK DR & CHAMPAGNE DR,ANN ARBOR,2019-04-24 21:36:00,DAMAGE TO PROPERTY,-83.71264670004075,42.23571839978865
190017722,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1200 BLOCK BROOKLYN AVE,ANN ARBOR,2019-05-03 00:17:00,ASSAULT - SIMPLE,-83.73345199967719,42.26379500085943
190017694,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-05-02 19:16:00,TRESPASSING / INVASION OF PRIVACY,-83.74640339976122,42.27834699976239
191000205,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,300 BLOCK S STATE ST,ANN ARBOR,2019-05-01 15:30:00,DAMAGE TO PROPERTY,-83.74105930133305,42.27921609992194
190017479,DRUG/NARCOTIC VIOLATIONS,3582,BARBITURATE -POSSESS,A,3200 BLOCK S STATE ST,ANN ARBOR,2019-05-01 16:05:00,DRUG OFFENSES,-83.73780179949063,42.240841499413364
190017840,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-04-25 19:30:00,LARCENY - RETAIL FRAUD,-83.7475612999707,42.2398678998739
190017803,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,1100 BLOCK HILL ST,ANN ARBOR,2019-05-02 01:30:00,DAMAGE TO PROPERTY,-83.73497990123178,42.27184540012621
190017750,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK W HURON ST,ANN ARBOR,2019-05-03 07:57:00,PUBLIC PEACE,-83.75166069987381,42.281808000344654
190017842,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,2300 BLOCK S HURON PKWY,ANN ARBOR,2019-05-03 13:52:30,LARCENY - FROM AUTO (LFA),-83.69770169970906,42.25315120016455
190017849,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,100 BLOCK E LIBERTY ST,ANN ARBOR,2019-05-03 15:44:30,DAMAGE TO PROPERTY,-83.74815370012436,42.27945549879229
190017852,ALL OTHER,5005,"CONTEMPT OF COURT (PPO VIOLATION, ETC)",B,2600 BLOCK S MAIN ST,ANN ARBOR,2019-05-03 09:34:30,OBSTRUCTING JUSTICE,-83.74941590071302,42.24896459994443
190017827,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1500 BLOCK PAULINE BLVD,ANN ARBOR,2019-05-03 14:38:00,ASSAULT - SIMPLE,-83.76593119975337,42.26839179957085
190017819,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2600 BLOCK SANDALWOOD CIR,ANN ARBOR,2019-05-03 13:53:00,FRAUD,-83.70772269913982,42.307997399554665
190017838,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2602,FRAUD - SWINDLE,A,3800 BLOCK TREMONT PL,ANN ARBOR,2019-04-28 00:30:00,FRAUD,-83.68572069915285,42.28661329981401
190017912,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,1200 BLOCK PROSPECT ST,ANN ARBOR,2019-05-03 05:45:00,LARCENY - FROM AUTO (LFA),-83.7339430004622,42.26785100060482
190017870,INTIMIDATION,1382,STALKING (MISDEMEANOR),A,1400 BLOCK CREAL CRESCENT,ANN ARBOR,2019-05-02 02:00:00,INTIMIDATION / STALKING,-83.77337299980763,42.293727999679106
190017870,INTIMIDATION,1384,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",A,1400 BLOCK CREAL CRESCENT,ANN ARBOR,2019-05-02 02:00:00,INTIMIDATION / STALKING,-83.77337299980763,42.293727999679106
190017902,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3000 BLOCK CHARING CROSS RD,ANN ARBOR,2019-05-03 17:46:30,ASSAULT - SIMPLE,-83.68942979963708,42.244817598868224
190017896,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,S ASHLEY ST & W WILLIAM ST,ANN ARBOR,2019-05-03 19:44:00,MOTOR VEHICLE THEFT / FRAUD,-83.74994350063105,42.27800229950924
190017896,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,S ASHLEY ST & W WILLIAM ST,ANN ARBOR,2019-05-03 19:44:00,LARCENY - ALL OTHER,-83.74994350063105,42.27800229950924
190017908,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1000 BLOCK ARBORDALE ST,ANN ARBOR,2019-05-03 22:09:00,ASSAULT - SIMPLE,-83.76667780046762,42.26881610011338
190017908,RUNAWAY,7070,RUNAWAY,B,1000 BLOCK ARBORDALE ST,ANN ARBOR,2019-05-03 22:09:00,MISSING PERSON / RUNAWAY,-83.76667780046762,42.26881610011338
190017943,DRIVING UNDER THE INFLUENCE,80412,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI 2ND OFFENSE,B,E STADIUM BLVD & PACKARD ST,ANN ARBOR,2019-05-04 02:05:00,OUI OF LIQUOR / DRUGS,-83.72987859968629,42.2607714998677
190017850,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,700 BLOCK WATERSEDGE DR,ANN ARBOR,2019-05-03 16:10:00,OTHER - ORDINANCE VIOLATIONS,-83.69668870002636,42.284514901185446
190017955,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,BALDWIN AVE & GRANGER AVE,ANN ARBOR,2019-05-04 03:16:00,OUI OF LIQUOR / DRUGS,-83.72766909965378,42.26455469962127
190018004,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK N ASHLEY ST,ANN ARBOR,2019-05-04 11:00:00,LARCENY - FROM AUTO (LFA),-83.7494036006683,42.282582401159914
